sn,artist,song,lyrics,mood
ML874,'The Four Tops','When She Was My Girl','She used to be Everything to me When she was my girl When she was my girl  I held her near Told her how much I cared When she was my girl When she was my girl  When she was my girl There was laughter and loving in my world Everyday When she was my girl Oh what joy she would bring Now I ve lost everything She s gone  gone  gone  gone  gone  I spend the night Dreaming how she used to be When she was my girl When she was my girl  When she was my girl There was laughter and loving in my world Yes it was  Cause she was my girl Oh what joy she would bring Now I ve lost everything She s gone  the big red girl has gone  She used to be Everything to me When she was my girl When she was my girl  She  she  my girl She s so foxy can t you see And this girl belongs to me She s my girl When we walk down the street I would tell everyone we meet This is my girl',relaxed
ML875,'The Honey Drippers','Sea Of Love','Do you remember when we met That s the day I knew you were my babe I want to tell you how much I love you  Come with me  my love To the sea  the sea of love I want to tell you just how much I love you  Come with me  to the sea of love  Do you remember when we met That s the day I knew you were my babe I want to tell you oh how much I love you  Come with me  to the sea of love  Come with me  my love To the sea  the sea of love I want to tell you just how much I love you  I want to tell you oh how much I love you',happy
ML876,'Emmylou Harris','Home Sweet Home','I live out here in the wind and the pouring rain     Somewhere between 14th Avenue and Main     In the summer heat  winter s freezing snow     You see I got nowhere else to go          Got no home sweet home     Into this world  somewhere by the road     And it s a long hard road we walk     On our way to home sweet home          People pass by  they don t see me here     And if they do they wish I would disappear     I guess they know way down deep in their bones     It could be them out there looking for a home          For a home sweet home     Into this world  somewhere by the road     And it s a long hard road we walk     On our way to home sweet home          Ought to have a place to lay my head     A crumb or two for my daily bread     Perhaps someday a kind soul will come upon     Help me find my way back where I belong          Back to a home sweet home     Into this world  somewhere by the road     And it s a long hard road we walk     On our way to home sweet home          Sweet home     Oh that street  I can call it home     And it s a long hard road we walk     All the way to home sweet home',relaxed
ML877,'Toots   The Maytals','Pressure Drop','Hmm hmm hmm  yeah Hmm hmm hmm  yeah Hmm hmm hmm  yeah It is you  oh yeah  It is you  you  oh yeah  It is you  oh yeah   Cause a pressure drop  oh pressure Oh yeah pressure drop a drop on you I say a pressure drop  oh pressure Oh yeah pressure drop  a drop on you  I say when it drops  oh you gonna feel it Know that you were doing wrong I say when it drops  oh you gonna feel it Know that you were doing wrong  Hmm hmm hmm  yeah Hmm hmm hmm  yeah Hmm hmm hmm  yeah  I say a pressure drop  oh pressure Oh yeah  pressure drop  a drop on you I say a pressure drop  oh pressure Oh yeah  pressure drop  a drop on you  It is you  oh yeah  It is you  you  oh yeah  It is you  oh yeah  It is you  oh yeah   I say a pressure drop  oh pressure Oh yeah  pressure drop  a drop on you I say a pressure drop  oh pressure Oh yeah  pressure drop  a drop on you  I say when it drops  oh you gonna feel it Pressure  pressure  pressure  pressure Pressure drop  oh pressure  pressure  pressure  pressure I say a pressure drop  oh pressure  Pressure  pressure  pressure  pressure Oh yeah  pressure drop  a drop on you ',angry
ML878,'James Blake','Lindisfarne I','Kestrels breed     Looking farther than I can see     Without tact to read     She d take a shine to me     Beacon don t fly too high     Beacon don t fly too high          For all your time     Playful crime in rain     Worth it being cold     Roofing for the lanes     A lesson lost again     A lesson lost again          Cute but I ll take the bus     With fees and favours gone     Cracks in savers pass     And a white that sometimes shone     Wanton borrowed gun     Wanton borrowed gun',sad
ML879,'Dan Deacon','Wet Wings','The day is past and gone     The hour of death is near',sad
ML880,'Jane Monheit','Save Your Love For Me','Wish I knew     Why I m so in love with you     No one else in this world will do     Darling please save your love for me     Run away     If I were wise I d run away     But like a fool I stay     And pray you ll aave your love for me     I can feel it     Even when you re not here     Can t conceal it     I really love you my dear     And though I know no good     Can come from loving you     I can t do a thing I m so in love with you     So darling     Help me please     Have mercy on a fool like me     I m so unwise but still I plead     Darling please save you love for me     I can feel it     Even when you re not here     Can t conceal it     I really love you my dear     And though I know no good     Can come from loving you     I can t do a thing I m so in love with you     So darling help me please     Have mercy on a fool like me     I know I m lost but stll I plead     Darling please save your love for me     You can have fun with the crowd     But for crying out loud     Darling please save your love for me',happy
ML881,'Foster The People',Warrant,'Well I ve been judged  I ve been a bug unknown     Yeah I know all about it but my heart is strong     I ve been away  been running to save my head     Yeah the warrant s out and I m almost dead     I won t say what I ve already said          Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead     Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead          I ve thought a lot about the way that they fight     Come through the phone lines     Not man enough to face me     I can t stop or argue about what they say     Yeah the warrant s out     And I m not gonna pay     I said what I m gonna say          Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead     Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead          Fear is like a fake friend     It warms you up and takes you in     You mouth the words but no sound comes out     Fear is like your best friend     Manipulates and takes you in     You mouth the words    no sound again     But you don t know better  you don t know better          Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead     Got to get away  yeah the warrants on my head     Got to get away  they want me alive or dead',angry
ML882,'Jens Lekman','I m Leaving You Because I Don t Love You','I am leaving you because I don t love you     I am leaving you because I don t love you     Oh  it s the knowledge     It s the knowledge     It s the knowledge     Of future clarity     That makes my voice tremble     With greater dignity     I am leaving you because I don t love you     I am leaving you because I don t love you     I m sorry I have to be this brutally honest  Nicole     But my excuses were babies of snow that I just could not hold     So you pick up your asthma inhaler and put it  gainst your lips     Oh  those lips I ve loved  that I was dreaming of     They re still red and soft  I m so sorry I couldn t love you enough     I m so sorry I couldn t love you enough     I m so sorry     But I m leaving you because I don t love you     I am leaving you because I don t love you     So you pick up your asthma inhaler and put it  gainst your lips     Oh  those lips I ve loved  that I was dreaming of     They re still red and soft  I m so sorry I couldn t love you enough     So sorry I couldn t love you enough     I m so sorry',happy
ML883,'Bill Callahan',Sycamore,'There s sap in the trees if you tap  em     There s blood on the seas if you map  em     Christian  if you see your papa  tell him I love him     He taught me to love in the wild and fight in the gym     He taught me the bottle gives birth to the cup     And you won t get hurt if you just keep your hands up     And stand tall like sycamores     Sycamore got to grow down to grow up     Young roots toil the soil like baby s first cup     And when they bend you in two     And say too green for the fire     When all you want to do is be a part of the fire     All you want to do is be the fire part of fire     Like sycamores     There s sap in the trees if you tap  em     There s blood on the seas if you map  em     Christian  when I see your papa  I ll tell him you love him     And remember to love in the wild and fight in the gym     Remember the bottle gives birth to the cup     And you won t get hurt if you just keep your hands up     And stand tall like sycamores',angry
ML884,'Wye Oak',Civilian,'I am nothing without pretend     I know my thoughts     Can t live with them     I am nothing without a man     I know my faults     But I can t hide them     I still keep my baby teeth     In a bedside table with my jewelry     You still sleep in the bed with me     My jewelry and my baby teeth     I don t need another friend     When most of them I can barely keep up with them     Perfectly able to hold my own hand     But I still can t kiss my own neck     I wanted to give you everything     But I still stand in awe of superficial things     I wanted to love you like my mother s mother s mother did     Civilian     Civilian',relaxed
ML885,'The Doors','The Spy','I m a spy in the house of love     I know the dream  that you re dreamin  of     I know the word that you long to hear     I know your deepest  secret fear          I know everything     Everything you do     Everywhere you go     Everyone you know               I know your deepest  secret fear     I m a spy  I can see     What you do and I know',angry
ML886,Slayer,Cult,'Oppression is the holy law     In God I distrust     In time His monuments will fall     Like ashes to dust     Is war and greed the masters plan      The bible s where it all began     Its propaganda sells despair     And spreads the virus everywhere     Religion is hate     Religion is fear     Religion is war     Religion is rape     Religion s obscene     Religion s a whore     The pestilence is Jesus Christ     There never was a sacrifice     No man upon the crucifix     Beware the cult of purity     Infectious imbecility     I ve made my choice  Six six six          Corruption breeds the pedophile     Don t pray for the priest     Confession finds the lonely child     God preys on the weak     You think your soul can still be saved     I think you re fucking miles away     Scream out loud here s where you begin     Forgive me father for I have sinned     Religion is hate     Religion is fear     Religion is war     Religion is rape     Religion s obscene     Religion s a whore     The target s fucking Jesus Christ     I would ve lead the sacrifice     And nailed him to the crucifix     Beware the cult of purity     Infectious imbecility     I ve made my choice  Six six six     Jesus is pain     Jesus is gore     Jesus is the blood     That s spilled in war     He s everything     He s all things dead     He s pulling on the trigger     Pointed at your head     Through fear you re sold into the fraud     Revelation revolution     I see through your Christ Illusion          The war on terror just drags along     My war with God is growing strong     His propaganda sells despair     And spreads the violence everywhere     Religion is hate     Religion is fear     Religion is war     Religion is rape     Religion s obscene     Religion s a whore     There is no fuckin  Jesus Christ     There never was a sacrifice     No man upon the crucifix     Beware the cult of purity     Infectious imbecility     I ve made my choice  Six six six',angry
ML887,'Dirge Within','Self Medicate','I am diseased     Can t take the pain     I d rather die than be alive     Inside of the sobriety     Fuel the fire with the weed and the pills and the booze that will set me free     Throw it away  throw it away     This is my new reckoning     Now here me scream     The suffering     It burns like gasoline     So I self medicate the pain     To escape this world of shame     Obscurity leads to severity     So I self medicate the pain     To escape this world I hate     I self medicate     I am dizzy     From suffocating on the lies you feed     Deny deny your hope of sanity     Fuel the fire with the weed and the pills and the booze that will set me free     Throw me away  blow me away  throw me away     This is my new reckoning     Now here me scream     The suffering     It burns like gasoline     So I self medicate the pain     To escape this world of shame     Obscurity leads to severity     So I self medicate the pain     To escape this world I hate     I self medicate     Standing above myself and watching a part of me die     I see it all just starting to fade away     Though it s true I ve always wondered     How I would say goodbye to myself     So now I fall again     And I can not pretend     There is no resurrection     So now I fall again     Now hear me scream     I am diseased     Can t take the pain I d rather die than be alive     Inside of the sobriety     Fuel the fire with the weed and the pills and the booze that will set me free     Throw it away  throw it away  throw it away     The suffering     It burns like gasoline     So I self medicate the pain     To escape this world of shame     Obscurity leads to severity     So I self medicate the pain     To escape this world I hate     I self medicate',angry
ML888,Atreyu,'Ex s And Oh s','You took me home     I drank too much     Cause of you my liver turned to dust     Cold rust taste     A cruel creeping cold pain     Do you understand what I mean      When you feel your soul drop to the floor     Like a hole     Like an open bleeding sore     Then you ll have bled like I bled     And you ll have wept as I ve wept          Suck me down  it s time to rock and roll     Let s hit the bar  let s lose control     One false move  you took me home     One false move  you re all alone          But it looks so good and it feels so nice     I paid the price     I ll cut you out just to hear you scream     Get away from  get away from me     And I can feel my heartbeat racing     As I realize what I must do     Get away from     Get away from     Get away from you          I should have turned and ran like hell     Last time I got the taste of you     I should have turned and ran like hell     And I ll see we re through     I should have turned and ran like hell     Last time I got the taste of you     I should have turned and ran like hell     And I ll see we re through     And I ll see we re through          You fell upon me like a plague     Weakness  sweet weakness     But I digress after all this     You re just like all the rest          Suck me down  it s time to rock and roll     Let s hit the bar  let s lose control     One false move  you took me home     One false move  you re all alone',sad
ML889,'Donnie McClurkin','When You Love ',' I wanna take the time to tell you  oh my   Life is lovely  oh so lovely Live is lovely when you love It s exciting  and inviting Life is lovely when you love Love is patient  Love is kind  and Love is the key to life s peace of mind Oh  It s exciting when you love When you love  Be inspired  so inspired Be inspired when you love Be inspired  hold on tighter Be inspired when you love Write them a poem  or sing them a song Draw them painting  walk arm in arm Be inspired when you love When you love  Be romantic  so romantic Be romantic when you love Be romantic  so romantic Be romantic when you love Draw in the sand  or write in the sky Tell them you ll love them till the day that you die  So  be romantic when you love Oh yeah  oh yeah  Be committed  so committed Be committed when you love Be committed and stick with it Be committed when you love Go get a preacher  go get a singer Go put a diamond ring on her finger Be committed when you love Love  Love  Love  Let them find out  let them find out Let them find out when you love Let them find out  take the time out And let them find out when you love  Cause if you love them  why don t you tell them  Give them flowers while they can smell them And let them find out  let them find out Take the time out  take the time out Let them find out  let them find out  When you love  love  love  When you love  love  love',happy
ML890,'Anita Baker','You Bring Me Joy','You bring me joy     When I m down     Oh so much joy     When I lose my way your love comes smilin  on me     I saw your face and then I knew     We would be friends     I was so afraid but your eyes  they d say  Come to me      So I d say to you      Can we talk for a while       You d say  it s alright      When you love me  I smile     I feel your heart and you feel mine     You bring me joy     You bring me joy     Don t go too far away     If I can t see your face I will remember your smile     But can this be right     Oh and should we be friends     I get lonely sometimes     And I m mixed up again     Cause you re the finest thing I ve seen in all my life     You bring me joy     My joy   my joy      solo      I believe this is gonna be what you want it to be     I just love you  I just  I love you oh can t you see     That you re the finest thing I ve seen in all my life     You bring me joy      My joy   you are  you re my joy      my joy   my  you bring me joy  my joy     I Thank you  baby  thank you  baby      You bring me joy      I just love you baby     I just love you baby     I  I just love you     When I lose my way your love comes smilin  on me',happy
ML891,'Anita Baker','Good Love','Ah  many days it goes unspoken     But this desire never seems to go away     It s gonna take much more than hope to bring you close     I think I ll pray          I hear you say you ve got got a lot to give up     And there is so much more this heart of mine can take     If what you have to bring to me is positive     You send it right away     Right away          I want to know what good love feels like     Good love  good love     I want a love that s sure to stand the test of time     I want to know what good love feels like     Good love  good love     Morning  noon and night  forever all my life     Good love  good love     Good love  good love          There is a void that stands between us     And it seems it s getting harder to relate     Never in my wildest dreams did I imagine     Life this way          Hear me when I say  bring it to me baby          Babe  you re the man I hear you say you are     I don t quite understand why loving me     Is so hard     Never have I felt the need to be this close     Words cannnot say  heaven only knows',happy
ML892,Adele,'Love Song','Whenever I m alone with you You make me feel like I am home again Whenever I m alone with you You make me feel like I am whole again  Whenever I m alone with you You make me feel like I am young again Whenever I m alone with you You make me feel like I am fun again  However far away  I will always love you However long I stay  I will always love you Whatever words I say  I will always love you I will always love you  Whenever I m alone with you You make me feel like I am free again Whenever I m alone with you You make me feel like I am clean again  However far away  I will always love you However long I stay  I will always love you Whatever words I say  I will always love you I will always love you  However far away  I will always love you However long I stay  I will always love you Whatever words I say  I will always love you I ll always love you I ll always love you  Cause I love you I will always love you',happy
ML893,'Adelitas Way',Sick,'I m so sick of me  being sick of you     And the way you look  all the things you do     You drive me crazy  drive me crazy     Sick of being broke  can t pay for shit     I m about to snap  I can t handle it     I m going crazy  going crazy  going crazy           If you re sick like me     There s no stopping now     Gotta break it up     And just let it out     If I was sick like you     I would feed the fire     I would light it up     And watch it all come down          I m so sick of my life     It s the same old shit     Try to make it bend     But it never gives     Look what you made me     What you made me     I hate my boss     He s a little bitch     If he keeps it up     I ll make him quit     Or I ll go crazy     I m going crazy          If you re sick like me     There s no stopping now     Gotta break it up     And just let it out     If I was sick like you     I would feed the fire     I would light it up     And watch it all come down     And watch it all come down          I m so sick of me  being sick of you     And the way you look  all the things you do     You drive me crazy  drive me crazy     Yeah           If you re sick like me     There s no stopping now     Gotta break it up     And just let it out     If I was sick like you     I would feed the fire     I would light it up     And watch it all come down           If you re sick like me     There s no stopping now      There s no stopping now      And atch it all come down       If you re sick like me      If you re sick like me',sad
ML894,'Sick Puppies',War,'Let s do this      Fake and fall  stop and stall     Take it all back  cause I m taking mine     I m taking mine     Time is up  out of luck     Should a stood up when you had the time     Cause you re out of time     Let s do this      Fight  fight     Lock and load  rock and roll     Bitch  it s all over  you re going down  you re going down      Get ready to settle the score     And get ready to face the floor     Cause it s time to remember it     This is war and it s on tonight     So get up and fight  get up and fight      You ve had all your life to run and hide     Now step up      Now step up      Let s do this     Second round  going down     How about a little reaction  man      You can barely stand     Bitch slap  slow attack     Man  that was practically suicide     Next in line     Let s go      Fight  Fight  Fight  Fight  Fight  Fight  Fight  Fight      Get ready to settle the score     And get ready to face the floor     Cause it s time to remember it     This is war and it s on tonight     So get up and fight  get up and fight      You ve had all your life to run and hide     Now step up      Now step up      Let s do this     Cause we re all about ready to break     You re all about ready to break     You re all about ready to break     You re all about ready to break     This is war and it never ends     So get up  get up  get up     GET UP      You ve had all your life to run and hide     Now step up  now step up      This is war   and it never ends      This is war   and it never ends      This is war      Let s do this      Let s do this   Fight  Fight  Fight  Fight  Fight  Fight  Fight       Let s do this ',angry
ML895,Red,'Feed The Machine','Turn around  they might be watching     And you never disappoint them     Hide your innocence before they see right through     You mustn t disappoint them     You need the danger just to feel your heart beat     You need to die just to find your identity     You need the knife just to know that you can bleed     You need the pain now just to feel anything     We fall in line     We live the lie     Give up  give up and feed the machine     It grows inside     Nowhere to hide     Give up  give up and feed the machine     Give up  give up and feed the machine     They pull you faster  the cadence calling     And you never fall behind     So choose a face your only calling out     You mustn t fall behind     You need another death just to have a life to save     You need a master just so you can beg     You need a light just because you re so afraid     Now bow down and learn to be a good slave     We fall in line     We live the lie     Give up  give up and feed the machine     It grows inside     Nowhere to hide     Give up  give up and feed the machine     Give up  give up and feed the machine     Go back to sleep     Go back to sleep     Wake up     Wake up     Wake up     Wake up     We fall in line     We live the lie     Give up  give up and feed the machine     It grows inside     Nowhere to hide     Wake up  wake up and kill the machine     Wake up  wake up and kill the machine     Wake up  wake up and kill the machine',sad
ML896,Metallica,'Metal Militia','Thunder and lightning the gods take revenge     Senseless destruction     Victims of fury are cowardly now     Running for safety     Stabbing the harlot to pay for her sins     Leaving the virgin     Suicide running as if it were free     Ripping and tearing          On through the mist and the madness     We are trying to get the message to you     Metal militia     Metal militia     Metal militia          Chained and shadowed to be left behind     Nine and one thousand     Metal militia for your sacrifice     Iron clad soldiers     Join or be conquered the law of the land     What will befall you     The metalization of your inner soul     Twisting and turning               We are as one as we all are the same     Fighting for one cause     Leather and metal are our uniforms     Protecting what we are     Joining together to take on the world     With our heavy metal     Spreading the message to everyone here     Come let yourself go',sad
ML897,Cold,'Wicked World','Theres blood on the gun     Thats in your hand     And the murder in front of you     Send out the wolves     The King is dead     Little pills taking over     This means war     Did the sun just burn out     Leaving you all alone     Living in a wicked world     Were living in a wicked world     Theres no way you will escape     No one ever gets away     Love was the fuel     That drove your sin     When the Majesty followed you     The witches dance     The night begins     And the heart s taking over     The Royalty wont wash away     Its his scent that s inside of you     Off with her head     The Queen  she screams     Little pills taking over     This means war     Did the sun just burn out     Leaving you all alone     Living in a wicked world     Were living in a wicked world     Theres no way you will escape     No one ever gets away     Living in a wicked world     Were living in a wicked world     Its a wicked world     Will someone save me     Save me     Somebody save me     Somebody save me',angry
ML898,Anthrax,'Among The Living','Disease  Disease      Spreading the disease     With some help from Captain Trips     He ll bring the world down to his knees     Power  yes Power      He ll show them all his power     It pulses through his ice cold blood     A whole world to devour          He s seeing  he s calling     His legacy he s spawning     He s coming  corrupting     Among the living          Murder  Murder      Commit cold blooded murder     Like Nazis during World War Two     They only follow orders     Hatred  Hatred      A crucifix is your bed     Once he turns his eyes on you     You d be better off dead               I am the Walkin  Dude     I can see all the world     Twist your minds with fear     I m the man with power     Among the living     Follow me or die          Man  fights Man     Divided they can t stand     United they can battle back     And make him force his hand     Fear  yes Fear      His end is growing near     He didn t count on man s good faith     And their will to persevere               Fire  Hot fire      Purge the world with fire     Damnation is the price he ll pay     For an evil man s desire     Good vs  Evil     The stand to vanquish evil     Man can only live one way     That place right in the middle',angry
ML899,Blackguard,Firefight,'Oh  how is it we are cursed and reduced to this pandemonium      Screams of the beings through the ash that I can see     Now do I beg the question  question the aggression     Of the suffering to be      Why the single spark that made the flame that set this blaze     A blaze a blaze to quell our light and ignite the sky     The flames that hold us     Are the same that hold the night     This was meant to choke the light      Cause this is a fire this is a firefight     No remorse or regret     Ravenous contempt for the lives now spent     Now kiss the blaze and cry     This is a fire this is a firefight     The flames that hold us     Are the same that hold the night     This was meant to choke the light      Cause this is a fire this is a firefight     No remorse or regret     Ravenous contempt for the lives now spent     Now kiss the blaze and cry     This is a fire this is a firefight     The plume of black ash so gently caresses the sky     To the world I knew I say goodbye there are no more questions now     The lashes of flickering pain incandescent luminescent     As the brightest day  I feel my spirit slipping away     The flames that hold us     Are the same that hold the night     This was meant to choke the light      Cause this is a fire this is a firefight     No remorse or regret     Ravenous contempt for the lives now spent     Now kiss the blaze and cry     This is a fire this is a firefight     No mercy shown or debt was owed for what I cannot dream     The reason for this wrath bestowed by flame beyond the sea     Tonight I ve heard the cry and swear by all I ve seen     That vengeance will one day be mine satisfaction will I breathe     Have you seen your who world build from ash to ashes return     The flames that hold us     Are the same that hold the night     This was meant to choke the light      Cause this is a fire this is a firefight     No remorse or regret     Ravenous contempt for the lives now spent     Now kiss the blaze and cry     This is a fire this is a firefight     The flames that hold us     Are the same that hold the night     This was meant to choke the light      Cause this is a fire this is a firefight     No remorse or regret     Ravenous contempt for the lives now spent     Now kiss the blaze and cry     This is a fire this is a firefight',angry
ML900,'Katy Perry','E T  ','You re so hypnotizing Could you be the devil  Could you be an angel  Your touch  magnetizing Feels like I am floating Leaves my body glowing  They say be afraid You re not like the others Futuristic lover Different DNA They don t understand you  You re from a whole nother world A different dimension You open my eyes And I m ready to go Lead me into the light  Kiss me  ki ki kiss me Infect me with your love and Fill me with your poison Take me  ta ta take me Wanna be your victim Ready for abduction  Boy  you re an alien Your touch so foreign It s supernatural Extraterrestrial  You re so supersonic Wanna feel your power Stun me with your laser Your kiss is cosmic Every move is magic  You re from a whole nother world A different dimension You open my eyes And I m ready to go Lead me into the light  Kiss me  ki ki kiss me Infect me with your love and Fill me with your poison Take me  ta ta take me Wanna be your victim Ready for abduction  Boy  you re an alien Your touch so foreign It s supernatural Extraterrestrial  This is transcendental On another level Boy  you re my lucky star I wanna walk on your wavelength And be there when you vibrate For you I ll risk it all  Kiss me  ki ki kiss me Infect me with your love and Fill me with your poison Take me  ta ta take me Wanna be your victim Ready for abduction  Boy  you re an alien Your touch so foreign It s supernatural Extraterrestrial  Extraterrestrial Extraterrestrial  Boy  you re an alien Your touch so foreign It s supernatural Extraterrestrial',angry
ML901,'The Stylistics','You re A Big Girl Now','Youre a big girl now     No more daddys little girl  Oh  ho  ho  ho      Youre a big girl now     No more daddys little girl  Oh  ho  ho  ho      No more pigtails in your hair     No more silly looks with a childish glare     No more doll for you to play     No more dumbness in the things you say     Youre a big girl now     No more daddys little girl  Oh  ho  ho  ho      Youre a big girl now     No more daddys little girl  Oh  ho  ho  ho      You can love  girl  if you must     You can kiss  girl  if you must     What youll see day by day     All the realness in your way     And youre a big girl now     No more daddys little girl  Oh  ho  ho  ho      Youre a big girl now     No more daddys little girl  Oh  ho  ho  ho       Baby  I love you  Baby  I love you      Yes  I do  Oh  yes  I do now      In all my life  In all my life      Youre my dream come true  Youre my dream come true      Youre a big girl now  Youre a big girl now      Yes  you are       Youre my happiness  Shining star     Youre a big girl now',relaxed
ML902,'Kid Rock','Collide ','You re no angel  I m no saint  if we were We wouldn t be in this place tonight  Lost and lonely  scared and confused We both have a past  nothing to lose  tonight Well it cuts like a knife these bad luck blues We both got scars from the hell we been through Somebody s gotta win  somebody s gotta lose  So let s roll the dice  one more time Take a chance on love again tonight Risk it all  lay it on the line Let the skeletons fight for life Tonight  hold on tight  as we collide  Reconnected  feelin  no pain Seeking shelter like a spark in the rain  tonight  ooh yeah  Worn and weathered  scared to go home We re here together  but still all alone  tonight  uh uh yeah  And there s no need to lie  we ve both been abused The love and the pain  the cocaine and booze  now Most people don t  but some people do  So let s roll the dice  one more time Take a chance on love again tonight Risk it all  lay it on the line Let the skeletons fight for life Tonight  hold on tight  as we collide',angry
ML903,'Millie Small','My Boy Lollipop','My boy Lollipop     You make my heart go giddyup     You are as sweet as candy     You re my sugar dandy     Whoa oh  my boy Lollipop     Never ever leave me     Because it would grieve me     My heart told me so     I love you  I love you  I love you so     But I don t want you to know     I need you  I need you  I need you so     And I ll never let you go     My boy Lollipop     You make my heart go giddyup     You set the world on fire     You are my one desire     Whoa  my Lollipop     I love you  I love you  I love you so     But I don t want you to know     I need you  I need you  I need you so     And I ll never let you go     My boy Lollipop     You make my heart go giddyup     You set the world on fire     You are my one desire     Whoa  my Lollipop     Whoa  my Lollipop     My boy Lollipop     My boy Lollipop     My boy Lollipop     My boy Lollipop',happy
ML904,'The Rolling Stones','We Love You','We don t care if you only love  we      We don t care if you only love  we      We love you  We love you  and we hope     That you will love  we  too     We love  they   We love  they   and     We want you to love  they  too     Ah     We don t care if you hound  we  and     Love is all around  we      Love can t get our minds off     We love you  we love you     You will never win  we      Your uniforms don t fit  we      We forget the place we re in     Cause we love you     We love you  Of course  we do     I love you  I love you     And I hope that you won t prove wrong     Too     We love you  We do  We love you  We     Do  Ah   ',happy
ML905,'Bob Marley   The Wailers',War,'Until the philosophy which hold one race superior     And another     Inferior     Is finally     And permanently     Discredited     And abandoned     Everywhere is war     Me say war          That until there no longer     First class and second class citizens of any nation     Until the colour of a man s skin     Is of no more significance than the colour of his eyes     Me say war          That until the basic human rights     Are equally guaranteed to all     Without regard to race     Dis a war          That until that day     The dream of lasting peace     World citizenship     Rule of international morality     Will remain in but a fleeting illusion to be pursued     But never attained     Now everywhere is war   war          And until the ignoble and unhappy regimes     That hold our brothers in Angola     In Mozambique     South Africa     Sub human bondage     Have been toppled     Utterly destroyed     Well  everywhere is war     Me say war          War in the east     War in the west     War up north     War down south     War   war     Rumors of war     And until that day     The African continent     Will not know peace     We Africans will fight   we find it necessary     And we know we shall win     As we are confident     In the victory          Of good over evil     Good over evil  yeah      Good over evil     Good over evil  yeah      Good over evil     Good over evil  yeah ',angry
ML906,'Gene Pitney','Only Love Can Break A Heart','Only love can break a heart  only love can mend it again     Last night I hurt you but darlin  remember this     Only love can break a heart  only love can mend it again  mm  mm     You know I m sorry  I ll prove it with just one kiss     Only love can break a heart  only love can mend it agai ain     Give me a chance to make up for the harm I ve done     Try to forgive me and let s keep the two of us one     Please let me hold you and love you for always and always     Only love can break a heart only love can mend it agai ain     Only love can break a heart only love can mend it again',happy
ML907,'John Hiatt','What Kind Of Man','I cheated on my love     I cheated on my taxes     Burned bridges  ground axes     I stole cars  I stole dope     Left scars  killed hope     What kind of man do you think I am  babe      One twist and I d do it all again  babe     What kind of man got these holes in his mind      Do the same thing over and over again     Expecting something different this time     What kind of man do you think I am      I m livin  in your house     I m holdin  your hand     Sleepin  in your bed     Cookin  in your pan     You see the man who loves you     You see the man you love     But I have hidden claws     Inside these gloves     What kind of man do you think I am      One twist and I d do it all again     What kind of man got these holes in his mind      Do the same thing over and over again     Expecting it d be different this time     What kind of man do you think I am  Give it     Come clean and stand tall     To thee thine own self be true     But sometimes I don t know     Who s foolin  who     It s not place to question     Not my place to know     Now tell me     What kind of man gonna run this kind of show      What kind of man do you think I am  babe      Another thing comin  if you think I can  babe      Pick you up every chance I get     Well  I ve broken your heart for no other reason     Than my mind was already set     Oh  what kind of man      What kind of man do you think I am      What  What  What      What kind of man do you think I am      Oh  what kind of man      What kind of man do you think I am      What kind of man do you think I am ',relaxed
ML908,'Joan Armatrading','This Charming Life','I wanna be with you all the time     Every day     Every night     You re my deja vu     It s sounds obsessive     But I think it s fine     When you re gone all I do is to think of you     I live and love with you     This charming life     I live and love with you     This charming life     You know you came into the room alone     But when you left     Then I found that you took my heart     It sounds so corny yes I know it does     But truth is the shade that I choose to wear     I live and love with you     This charming life     I live and love with you     This charming life     Every government must pass down a law     That says the sun has to always shine     That everybody gets the chance to say     I live and love with you     This charming life     I live and love with you     This charming life     Every morning when I open my eyes     You re the first thing that I see     Lady luck she really took to me     Because     I live and love with you     This charming life     I live and love with you     This charming life',happy
ML909,'The Isley Brothers','Fight The Power Part 1','Time is truly wastin   there s no guarantee  yeah Smile is in the makin   we got to fight the powers that be Got so many voices  saying all the same  yeah  Killing up all around me  faces full of pain  I tried to play my music  they say my music s too loud I tried talking about it  I got the big runaround And when I rolled with the punches I got knocked on the ground By all this bullshit going down  hey  Time is truly wastin   there s no guarantee  yeah Smile is in the makin   we got to fight the powers that be I don t understand it  people wanna say yeah  Those that got the answers  red tape in the way I could tend to it easy  let s just have some fun naw  naw Seekin  my satisfaction  keeps me on the run  I tried to play my music  say my music s too loud I tried talking about it  I got the big runaround And when I rolled with the punches I got knocked on the ground By all this bullshit going down  ooh  Time is truly wastin   there s no guarantee  yeah Smile is in the makin   we got to fight the powers that be Fight it baby  yeah  woo  hey  even you and I can fight the power Fight it  fight the power',angry
